symbol,company_name
AMBER,Amber Enterprises India Ltd.
BATAINDIA,Bata India Ltd.
BLUESTARCO,Blue Star Ltd.
CROMPTON,Crompton Greaves Consumer Electricals Ltd.
DIXON,Dixon Technologies (India) Ltd.
HAVELLS,Havells India Ltd.
KAJARIACER,Kajaria Ceramics Ltd.
KALYANKJIL,Kalyan Jewellers India Ltd.
LGEINDIA,LG Electronics India Ltd.
PGEL,PG Electroplast Ltd.
TITAN,Titan Company Ltd.
VOLTAS,Voltas Ltd.
WHIRLPOOL,Whirlpool of India Ltd.
