symbol,company_name
DBCORP,D.B.Corp Ltd.
HATHWAY,Hathway Cable & Datacom Ltd.
NAZARA,Nazara Technologies Ltd.
NETWORK18,Network18 Media & Investments Ltd.
PVRINOX,PVR INOX Ltd.
PFOCUS,Prime Focus Ltd
SAREGAMA,Saregama India Ltd
SUNTV,Sun TV Network Ltd.
TIPSMUSIC,Tips Music Ltd.
ZEEL,Zee Entertainment Enterprises Ltd.
