date,dd
2016-10-24,-0.023282420496673062
2016-10-25,-0.024144994502157235
2016-10-26,-0.030753938473125797
2016-10-27,-0.03882279574141423
2016-10-28,-0.029189080242694065
2016-10-30,-0.020289073502032462
2016-11-01,-0.020755818516029034
2016-11-02,-0.0391535396527678
2016-11-03,-0.050386593175108296
2016-11-04,-0.0735413526701092
2016-11-07,-0.061638932613969355
2016-11-08,-0.06077623629990192
2016-11-09,-0.08727812950652691
2016-11-10,-0.06802897495354732
2016-11-11,-0.10102723651133672
2016-11-15,-0.1447558649041486
2016-11-16,-0.1475846136480904
2016-11-17,-0.1475846136480904
2016-11-18,-0.1475846136480904
2016-11-21,-0.1475846136480904
2016-11-22,-0.1475846136480904
2016-11-23,-0.1475846136480904
2016-11-24,-0.1475846136480904
2016-11-25,-0.1475846136480904
2016-11-28,-0.1475846136480904
2016-11-29,-0.1475846136480904
2016-11-30,-0.1475846136480904
2016-12-01,-0.1475846136480904
2016-12-02,-0.1475846136480904
2016-12-05,-0.1475846136480904
2016-12-06,-0.1475846136480904
2016-12-07,-0.1475846136480904
2016-12-08,-0.1475846136480904
2016-12-09,-0.1475846136480904
2016-12-12,-0.14886323672761836
2016-12-13,-0.1494308625376497
2016-12-14,-0.1494308625376497
2016-12-15,-0.1494308625376497
2016-12-16,-0.1494308625376497
2016-12-19,-0.1494308625376497
2016-12-20,-0.1494308625376497
2016-12-21,-0.1494308625376497
2016-12-22,-0.1494308625376497
2016-12-23,-0.1494308625376497
2016-12-26,-0.1494308625376497
2016-12-27,-0.1494308625376497
2016-12-28,-0.1494308625376497
2016-12-29,-0.1494308625376497
2016-12-30,-0.1494308625376497
2017-01-02,-0.1494308625376497
2017-01-03,-0.1494308625376497
2017-01-04,-0.15070671624384313
2017-01-05,-0.14102860690322538
2017-01-06,-0.1444075588196907
2017-01-09,-0.1391828942750537
2017-01-10,-0.13184750585164784
2017-01-11,-0.12384210199991386
2017-01-12,-0.12645002468762379
2017-01-13,-0.12671920559294492
2017-01-16,-0.12129254436963355
2017-01-17,-0.11861650502370324
2017-01-18,-0.11439644207893707
2017-01-19,-0.1120889091352063
2017-01-20,-0.1249025794122437
2017-01-23,-0.1189558122642641
2017-01-24,-0.11233840905886794
2017-01-25,-0.1061770020010645
2017-01-27,-0.10212918306625907
2017-01-30,-0.10354128544936636
