date,equity
2017-11-10,3.2136319740738704
2017-11-13,3.1959168487090754
2017-11-14,3.1979099520170644
2017-11-15,3.1430948403406367
2017-11-16,3.1849902698784898
2017-11-17,3.216695466896613
2017-11-20,3.251906911144221
2017-11-21,3.2647442963334723
2017-11-22,3.2716469676317095
2017-11-23,3.2959626656039798
2017-11-24,3.313272183922957
2017-11-27,3.3379809079472866
2017-11-28,3.3449605352471243
2017-11-29,3.342875353709139
2017-11-30,3.3377464738478686
2017-12-01,3.3059247936690523
2017-12-04,3.2890182333408813
2017-12-05,3.2857778504947093
2017-12-06,3.2626181253305155
2017-12-07,3.3070286631085097
2017-12-08,3.3393787571775104
2017-12-11,3.3514925772551103
2017-12-12,3.3262976946985434
2017-12-13,3.2970043993130154
2017-12-14,3.2871165366124835
2017-12-15,3.326996993460007
2017-12-18,3.3386135200902856
2017-12-19,3.3940379760429202
2017-12-20,3.4289402597400795
2017-12-21,3.464931031481945
2017-12-22,3.487303051425137
2017-12-26,3.5184142775149856
2017-12-27,3.5046603695566834
2017-12-28,3.520712504519893
2017-12-29,3.546462695871164
2018-01-01,3.5616137902681095
2018-01-02,3.544672193933811
2018-01-03,3.5792864117752665
2018-01-04,3.6173100821881294
2018-01-05,3.6519166550797997
2018-01-08,3.68786432425904
2018-01-09,3.6860298436640493
2018-01-10,3.683905905994491
2018-01-11,3.7048053222033195
2018-01-12,3.7030870926362844
2018-01-15,3.7116974624699037
2018-01-16,3.626209511375852
2018-01-17,3.6383017406541844
2018-01-18,3.554157120513453
2018-01-19,3.5756236349875237
2018-01-22,3.604666396811828
2018-01-23,3.6116271090322227
2018-01-24,3.5857450220938003
2018-01-25,3.5619410213113136
2018-01-29,3.5221037302475704
2018-01-30,3.476856668500668
2018-01-31,3.4558231544283244
2018-02-01,3.4493441728642513
2018-02-02,3.2857525152697558
2018-02-05,3.281239411145632
2018-02-06,3.204458481713164
2018-02-07,3.2652512181697206
2018-02-08,3.260353341342466
2018-02-09,3.269177218295685
2018-02-12,3.3312643637488892
2018-02-14,3.3360218437579454
2018-02-15,3.2937080790710036
2018-02-16,3.249570753009024
2018-02-19,3.2126658981612266
2018-02-20,3.203367986978005
2018-02-21,3.203367986978005
2018-02-22,3.203367986978005
2018-02-23,3.203367986978005
2018-02-26,3.1985629349975384
2018-02-27,3.183088055597501
2018-02-28,3.181031939318132
2018-03-01,3.1705449927861133
2018-03-05,3.1241101006164937
2018-03-06,3.1241101006164937
2018-03-07,3.1241101006164937
2018-03-08,3.1241101006164937
2018-03-09,3.1241101006164937
2018-03-12,3.1241101006164937
2018-03-13,3.1241101006164937
2018-03-14,3.1241101006164937
2018-03-15,3.1241101006164937
2018-03-16,3.1241101006164937
2018-03-19,3.1241101006164937
2018-03-20,3.1241101006164937
2018-03-21,3.1241101006164937
2018-03-22,3.1241101006164937
2018-03-23,3.1241101006164937
2018-03-26,3.1241101006164937
2018-03-27,3.1241101006164937
2018-03-28,3.1241101006164937
2018-04-02,3.1241101006164937
2018-04-03,3.1241101006164937
2018-04-04,3.1241101006164937
2018-04-05,3.1241101006164937
2018-04-06,3.1241101006164937
2018-04-09,3.1241101006164937
2018-04-10,3.1241101006164937
2018-04-11,3.1241101006164937
2018-04-12,3.1241101006164937
2018-04-13,3.1241101006164937
2018-04-16,3.1241101006164937
2018-04-17,3.1241101006164937
2018-04-18,3.1241101006164937
2018-04-19,3.1241101006164937
2018-04-20,3.1241101006164937
2018-04-23,3.1241101006164937
2018-04-24,3.1241101006164937
2018-04-25,3.1241101006164937
2018-04-26,3.1241101006164937
2018-04-27,3.1241101006164937
2018-04-30,3.1241101006164937
2018-05-02,3.1241101006164937
2018-05-03,3.1241101006164937
2018-05-04,3.1241101006164937
2018-05-07,3.1241101006164937
2018-05-08,3.1241101006164937
2018-05-09,3.1241101006164937
2018-05-10,3.1241101006164937
2018-05-11,3.1241101006164937
2018-05-14,3.1241101006164937
2018-05-15,3.1241101006164937
2018-05-16,3.1241101006164937
2018-05-17,3.1241101006164937
2018-05-18,3.1241101006164937
2018-05-21,3.1241101006164937
2018-05-22,3.1241101006164937
2018-05-23,3.1241101006164937
2018-05-24,3.1241101006164937
2018-05-25,3.1241101006164937
2018-05-28,3.1241101006164937
2018-05-29,3.1241101006164937
2018-05-30,3.1241101006164937
2018-05-31,3.1241101006164937
2018-06-01,3.1241101006164937
2018-06-04,3.1241101006164937
2018-06-05,3.1241101006164937
2018-06-06,3.1241101006164937
2018-06-07,3.1241101006164937
2018-06-08,3.1241101006164937
2018-06-11,3.1241101006164937
2018-06-12,3.1241101006164937
2018-06-13,3.1241101006164937
2018-06-14,3.1241101006164937
2018-06-15,3.1241101006164937
2018-06-18,3.1241101006164937
2018-06-19,3.1241101006164937
2018-06-20,3.1241101006164937
2018-06-21,3.1241101006164937
2018-06-22,3.1241101006164937
2018-06-25,3.1241101006164937
2018-06-26,3.1241101006164937
2018-06-27,3.1241101006164937
2018-06-28,3.1241101006164937
2018-06-29,3.1241101006164937
2018-07-02,3.1241101006164937
2018-07-03,3.1241101006164937
2018-07-04,3.1241101006164937
2018-07-05,3.1241101006164937
2018-07-06,3.1241101006164937
2018-07-09,3.1241101006164937
2018-07-10,3.1241101006164937
2018-07-11,3.1241101006164937
2018-07-12,3.1241101006164937
2018-07-13,3.1241101006164937
2018-07-16,3.1241101006164937
2018-07-17,3.1241101006164937
2018-07-18,3.1241101006164937
2018-07-19,3.1241101006164937
2018-07-20,3.1241101006164937
2018-07-23,3.1241101006164937
2018-07-24,3.1241101006164937
2018-07-25,3.1241101006164937
2018-07-26,3.1241101006164937
2018-07-27,3.1241101006164937
2018-07-30,3.1241101006164937
2018-07-31,3.1241101006164937
2018-08-01,3.1241101006164937
2018-08-02,3.1241101006164937
2018-08-03,3.1241101006164937
2018-08-06,3.1241101006164937
2018-08-07,3.1241101006164937
2018-08-08,3.1241101006164937
2018-08-09,3.1241101006164937
2018-08-10,3.1241101006164937
2018-08-13,3.1241101006164937
2018-08-14,3.1241101006164937
2018-08-16,3.1241101006164937
2018-08-17,3.1241101006164937
2018-08-20,3.1241101006164937
2018-08-21,3.1241101006164937
2018-08-23,3.1241101006164937
2018-08-24,3.1241101006164937
2018-08-27,3.1241101006164937
2018-08-28,3.1194239354655693
2018-08-29,3.1294070201796744
2018-08-30,3.1493330823220504
2018-08-31,3.167651872579899
2018-09-03,3.16348985452222
2018-09-04,3.096620999922715
2018-09-05,3.0767871179336175
2018-09-06,3.0767871179336175
2018-09-07,3.072171937256717
2018-09-10,3.0450951876811043
2018-09-11,2.998508765551358
2018-09-12,2.9873140699691034
2018-09-14,2.9873140699691034
2018-09-17,2.98283309886415
2018-09-18,2.9329713946583675
2018-09-19,2.9054371965389896
2018-09-21,2.9054371965389896
2018-09-24,2.9054371965389896
2018-09-25,2.9054371965389896
2018-09-26,2.9054371965389896
2018-09-27,2.9054371965389896
2018-09-28,2.9054371965389896
2018-10-01,2.9054371965389896
2018-10-03,2.9054371965389896
2018-10-04,2.9054371965389896
2018-10-05,2.9054371965389896
2018-10-08,2.9054371965389896
2018-10-09,2.9054371965389896
2018-10-10,2.9054371965389896
2018-10-11,2.9054371965389896
2018-10-12,2.9054371965389896
2018-10-15,2.9054371965389896
2018-10-16,2.9054371965389896
2018-10-17,2.9054371965389896
2018-10-19,2.9054371965389896
2018-10-22,2.9054371965389896
2018-10-23,2.9054371965389896
2018-10-24,2.9054371965389896
2018-10-25,2.9054371965389896
2018-10-26,2.9054371965389896
2018-10-29,2.9054371965389896
2018-10-30,2.9054371965389896
2018-10-31,2.9054371965389896
2018-11-01,2.9054371965389896
2018-11-02,2.9054371965389896
2018-11-05,2.9054371965389896
2018-11-06,2.9054371965389896
2018-11-07,2.9054371965389896
2018-11-09,2.9054371965389896
2018-11-12,2.9054371965389896
2018-11-13,2.9054371965389896
2018-11-14,2.9054371965389896
2018-11-15,2.9054371965389896
2018-11-16,2.9054371965389896
2018-11-19,2.9054371965389896
2018-11-20,2.9054371965389896
2018-11-21,2.9054371965389896
2018-11-22,2.9054371965389896
2018-11-26,2.9054371965389896
2018-11-27,2.9054371965389896
2018-11-28,2.9054371965389896
2018-11-29,2.9054371965389896
2018-11-30,2.9054371965389896
2018-12-03,2.9054371965389896
2018-12-04,2.9054371965389896
2018-12-05,2.9054371965389896
2018-12-06,2.9054371965389896
2018-12-07,2.9054371965389896
2018-12-10,2.9054371965389896
2018-12-11,2.9054371965389896
2018-12-12,2.9054371965389896
2018-12-13,2.9054371965389896
2018-12-14,2.9054371965389896
2018-12-17,2.9054371965389896
2018-12-18,2.9054371965389896
2018-12-19,2.9054371965389896
2018-12-20,2.9054371965389896
2018-12-21,2.9054371965389896
2018-12-24,2.9054371965389896
2018-12-26,2.9054371965389896
2018-12-27,2.9054371965389896
2018-12-28,2.9054371965389896
2018-12-31,2.9054371965389896
2019-01-01,2.9054371965389896
2019-01-02,2.9054371965389896
2019-01-03,2.9054371965389896
2019-01-04,2.9054371965389896
2019-01-07,2.9054371965389896
2019-01-08,2.9054371965389896
2019-01-09,2.9054371965389896
2019-01-10,2.9054371965389896
2019-01-11,2.9054371965389896
2019-01-14,2.9054371965389896
2019-01-15,2.9054371965389896
2019-01-16,2.9054371965389896
2019-01-17,2.9054371965389896
2019-01-18,2.9054371965389896
2019-01-21,2.9054371965389896
2019-01-22,2.9054371965389896
2019-01-23,2.9054371965389896
2019-01-24,2.9054371965389896
2019-01-25,2.9054371965389896
2019-01-28,2.9054371965389896
2019-01-29,2.9054371965389896
2019-01-30,2.9054371965389896
2019-01-31,2.9054371965389896
2019-02-01,2.9054371965389896
2019-02-04,2.9054371965389896
2019-02-05,2.9054371965389896
2019-02-06,2.9054371965389896
2019-02-07,2.9054371965389896
2019-02-08,2.9054371965389896
2019-02-11,2.9054371965389896
2019-02-12,2.9054371965389896
2019-02-13,2.9054371965389896
2019-02-14,2.9054371965389896
2019-02-15,2.9054371965389896
2019-02-18,2.9054371965389896
2019-02-19,2.9054371965389896
2019-02-20,2.9054371965389896
2019-02-21,2.9054371965389896
2019-02-22,2.9054371965389896
2019-02-25,2.9054371965389896
2019-02-26,2.9054371965389896
2019-02-27,2.9054371965389896
2019-02-28,2.9054371965389896
2019-03-01,2.9054371965389896
2019-03-05,2.9054371965389896
2019-03-06,2.901079040744181
2019-03-07,2.899195576242763
2019-03-08,2.8942171060390542
2019-03-11,2.944802103800858
2019-03-12,2.977017189133292
2019-03-13,2.9587464127773697
2019-03-14,2.956738729683229
2019-03-15,2.9433570131624367
2019-03-18,2.936849807677407
2019-03-19,2.9530093845091687
2019-03-20,2.9436346507689573
2019-03-22,2.923497460089323
2019-03-25,2.88007001267286
2019-03-26,2.903428971948657
2019-03-27,2.919757984242511
2019-03-28,2.9455588187069566
2019-03-29,2.9670394756129763
2019-04-01,3.000373501801295
2019-04-02,2.998478868662723
2019-04-03,2.9695769300191173
2019-04-04,2.960675816549788
2019-04-05,2.986748710480195
2019-04-08,2.9751490776532954
2019-04-09,2.9698383359238
2019-04-10,2.9660252057027567
2019-04-11,2.963198053414362
2019-04-12,2.9789285933411223
2019-04-15,2.9992655584929033
2019-04-16,3.006674782075795
2019-04-18,2.970972361975902
2019-04-22,2.9267970909644885
2019-04-23,2.917984018728851
2019-04-24,2.931941751685571
2019-04-25,2.924947391049144
2019-04-26,2.9187220263013267
2019-04-30,2.87018568106718
2019-05-02,2.859096202816908
2019-05-03,2.8516671631583512
2019-05-06,2.8313681106918778
2019-05-07,2.799990641266684
2019-05-08,2.799990641266684
2019-05-09,2.799990641266684
2019-05-10,2.799990641266684
2019-05-13,2.799990641266684
2019-05-14,2.799990641266684
2019-05-15,2.799990641266684
2019-05-16,2.799990641266684
2019-05-17,2.799990641266684
2019-05-20,2.799990641266684
2019-05-21,2.799990641266684
2019-05-22,2.799990641266684
2019-05-23,2.799990641266684
2019-05-24,2.799990641266684
2019-05-27,2.795790655304784
2019-05-28,2.808864097846704
2019-05-29,2.7879529036195434
2019-05-30,2.7908969656218754
2019-05-31,2.768922800386023
2019-06-03,2.7726736412664623
2019-06-04,2.769136047319443
2019-06-06,2.722169749262228
2019-06-07,2.709302806417865
2019-06-10,2.687549939325438
2019-06-11,2.6914801459082236
2019-06-12,2.67601715004788
2019-06-13,2.657886961218653
2019-06-14,2.629787648742209
2019-06-17,2.629787648742209
