ticker,period,promoter_pct,fii_pct,dii_pct,public_pct,total_shares,promoter_d1q,promoter_d4q,fii_d1q,fii_d4q,dii_d1q,dii_d4q,public_d4q,worst_promoter_qtr,smart_money_score
21STCENMGM,2019-06,55.23,,,44.77,10500000.0,0.0,0.0,,,,,-0.00999999999999801,0.0,0.0
21STCENMGM,2019-09,55.23,,,44.77,10500000.0,0.0,0.0,,,,,-0.00999999999999801,0.0,0.0
21STCENMGM,2019-12,54.49,,,45.52,10500000.0,-0.7399999999999949,-0.7399999999999949,,,,,0.740000000000002,-0.7399999999999949,0.0
21STCENMGM,2020-03,55.87,,,44.13,10500000.0,1.3799999999999955,0.6400000000000006,,,,,-0.6400000000000006,-0.7399999999999949,0.0
21STCENMGM,2020-06,55.87,,,44.13,10500000.0,0.0,0.6400000000000006,,,,,-0.6400000000000006,-0.7399999999999949,0.0
21STCENMGM,2020-09,57.37,,,42.64,10500000.0,1.5,2.1400000000000006,,,,,-2.1300000000000026,-0.7399999999999949,0.0
21STCENMGM,2020-12,57.37,,,42.64,10500000.0,0.0,2.8799999999999955,,,,,-2.8800000000000026,0.0,0.0
21STCENMGM,2021-03,60.63,,,39.37,10500000.0,3.260000000000005,4.760000000000005,,,,,-4.760000000000005,0.0,0.0
21STCENMGM,2021-06,60.82,,,39.19,10500000.0,0.18999999999999773,4.950000000000003,,,,,-4.940000000000005,0.0,0.0
21STCENMGM,2021-09,62.28,,,37.71,10500000.0,1.4600000000000009,4.910000000000004,,,,,-4.93,0.0,0.0
21STCENMGM,2021-12,60.06,,,39.94,10500000.0,-2.219999999999999,2.690000000000005,,,,,-2.700000000000003,-2.219999999999999,0.0
21STCENMGM,2022-03,60.82,,,39.18,10500000.0,0.759999999999998,0.18999999999999773,,,,,-0.18999999999999773,-2.219999999999999,0.0
21STCENMGM,2022-06,61.29,,,38.71,10500000.0,0.46999999999999886,0.46999999999999886,,,,,-0.4799999999999969,-2.219999999999999,0.0
21STCENMGM,2022-09,61.29,1.73,0.15,38.71,10500000.0,0.0,-0.990000000000002,,,,,1.0,-2.219999999999999,0.0
21STCENMGM,2022-12,61.29,0.35,0.15,38.71,10500000.0,0.0,1.2299999999999969,-1.38,,0.0,,-1.2299999999999969,0.0,0.0
21STCENMGM,2023-03,61.69,0.35,0.15,38.31,10500000.0,0.3999999999999986,0.8699999999999974,0.0,,0.0,,-0.8699999999999974,0.0,0.0
21STCENMGM,2023-06,62.77,0.0,0.0,37.23,10500000.0,1.0800000000000054,1.480000000000004,-0.35,,-0.15,,-1.480000000000004,0.0,0.0
21STCENMGM,2023-09,62.77,0.0,0.0,37.23,10500000.0,0.0,1.480000000000004,0.0,-1.73,0.0,-0.15,-1.480000000000004,0.0,-1.88
21STCENMGM,2023-12,64.25,0.0,0.0,35.75,10500000.0,1.4799999999999969,2.960000000000001,0.0,-0.35,0.0,-0.15,-2.960000000000001,0.0,-0.5
21STCENMGM,2024-03,64.25,0.0,0.0,35.75,10500000.0,0.0,2.5600000000000023,0.0,-0.35,0.0,-0.15,-2.5600000000000023,0.0,-0.5
21STCENMGM,2024-06,64.3,0.0,0.0,35.7,10500000.0,0.04999999999999716,1.529999999999994,0.0,0.0,0.0,0.0,-1.529999999999994,0.0,0.0
21STCENMGM,2024-09,64.09,0.0,0.0,35.91,10500000.0,-0.20999999999999375,1.3200000000000003,0.0,0.0,0.0,0.0,-1.3200000000000003,-0.20999999999999375,0.0
21STCENMGM,2024-12,64.09,0.0,0.0,35.91,10500000.0,0.0,-0.1599999999999966,0.0,0.0,0.0,0.0,0.1599999999999966,-0.20999999999999375,0.0
21STCENMGM,2025-03,64.43,0.0,0.0,35.57,10500000.0,0.3400000000000034,0.18000000000000682,0.0,0.0,0.0,0.0,-0.17999999999999972,-0.20999999999999375,0.0
21STCENMGM,2025-06,64.43,,,35.57,10500000.0,0.0,0.13000000000000966,,,,,-0.13000000000000256,-0.20999999999999375,0.0
21STCENMGM,2025-09,64.43,,,35.57,10500000.0,0.0,0.3400000000000034,,,,,-0.3399999999999963,0.0,0.0
21STCENMGM,2025-12,64.43,,,35.57,10500000.0,0.0,0.3400000000000034,,,,,-0.3399999999999963,0.0,0.0
21STCENMGM,2026-03,64.43,,,35.57,10500000.0,0.0,0.0,,,,,0.0,0.0,0.0
360ONE,2019-09,24.69,,,75.31,85126248.0,,,,,,,,,0.0
360ONE,2019-12,24.13,,,75.87,87105828.0,-0.5600000000000023,,,,,,,-0.5600000000000023,0.0
360ONE,2020-03,22.93,,,77.07,87181042.0,-1.1999999999999993,,,,,,,-1.1999999999999993,0.0
360ONE,2020-09,23.01,,,76.99,87363356.0,0.08000000000000185,,,,,,,-1.1999999999999993,0.0
360ONE,2020-12,22.93,,,77.07,87658159.0,-0.08000000000000185,-1.7600000000000016,,,,,1.759999999999991,-1.1999999999999993,0.0
360ONE,2021-03,22.92,,,77.08,87882770.0,-0.00999999999999801,-1.2099999999999973,,,,,1.2099999999999937,-1.1999999999999993,0.0
360ONE,2021-06,22.91,,,77.09,87945157.0,-0.010000000000001563,-0.019999999999999574,,,,,0.020000000000010232,-0.08000000000000185,0.0
360ONE,2021-09,22.78,,,77.22,88439560.0,-0.129999999999999,-0.23000000000000043,,,,,0.23000000000000398,-0.129999999999999,0.0
360ONE,2021-12,23.15,,,76.85,88656234.0,0.36999999999999744,0.21999999999999886,,,,,-0.21999999999999886,-0.129999999999999,0.0
360ONE,2022-03,23.14,,,76.86,88707803.0,-0.00999999999999801,0.21999999999999886,,,,,-0.21999999999999886,-0.129999999999999,0.0
360ONE,2022-06,23.21,,,76.79,88766068.0,0.07000000000000028,0.3000000000000007,,,,,-0.29999999999999716,-0.129999999999999,0.0
360ONE,2022-09,23.19,23.01,3.05,76.81,88839578.0,-0.019999999999999574,0.41000000000000014,,,,,-0.4099999999999966,-0.019999999999999574,0.0
360ONE,2022-12,22.03,61.16,2.18,77.97,88977638.0,-1.1600000000000001,-1.1199999999999974,38.14999999999999,,-0.8699999999999997,,1.1200000000000045,-1.1600000000000001,0.0
360ONE,2023-03,22.02,64.83,2.21,77.98,356089556.0,-0.010000000000001563,-1.120000000000001,3.6700000000000017,,0.029999999999999805,,1.1200000000000045,-1.1600000000000001,0.0
360ONE,2023-06,21.46,63.93,3.78,78.54,357004350.0,-0.5599999999999987,-1.75,-0.8999999999999986,,1.5699999999999998,,1.75,-1.1600000000000001,0.0
360ONE,2023-09,20.83,61.88,6.35,79.17,358041906.0,-0.6300000000000026,-2.360000000000003,-2.049999999999997,38.870000000000005,2.57,3.3,2.3599999999999994,-1.1600000000000001,42.17
360ONE,2023-12,17.77,62.48,8.87,82.23,358441564.0,-3.0599999999999987,-4.260000000000002,0.5999999999999943,1.3200000000000003,2.5199999999999996,6.6899999999999995,4.260000000000005,-3.0599999999999987,8.01
360ONE,2024-03,17.75,63.22,8.34,82.25,358862640.0,-0.019999999999999574,-4.27,0.740000000000002,-1.6099999999999994,-0.5299999999999994,6.13,4.269999999999996,-3.0599999999999987,4.5200000000000005
360ONE,2024-06,15.79,64.56,8.72,84.21,362866808.0,-1.9600000000000009,-5.670000000000002,1.3400000000000034,0.6300000000000026,0.3800000000000008,4.940000000000001,5.6699999999999875,-3.0599999999999987,5.570000000000004
360ONE,2024-09,15.71,65.58,8.46,84.29,364706888.0,-0.0799999999999983,-5.119999999999997,1.019999999999996,3.6999999999999957,-0.2599999999999998,2.110000000000001,5.1200000000000045,-3.0599999999999987,5.809999999999997
360ONE,2024-10,14.78,65.38,9.92,85.22,387789105.0,-0.9300000000000015,-2.99,-0.20000000000000284,2.8999999999999986,1.459999999999999,1.0500000000000007,2.989999999999995,-1.9600000000000009,3.9499999999999993
360ONE,2024-12,14.76,66.15,9.72,85.24,388276731.0,-0.019999999999999574,-2.99,0.7700000000000102,2.930000000000007,-0.1999999999999993,1.3800000000000008,2.989999999999995,-1.9600000000000009,4.310000000000008
360ONE,2025-03,14.2,67.22,8.49,85.8,393073939.0,-0.5600000000000005,-1.5899999999999999,1.0699999999999932,2.6599999999999966,-1.2300000000000004,-0.23000000000000043,1.5900000000000034,-0.9300000000000015,2.429999999999996
360ONE,2025-05,7.08,66.78,7.59,92.92,404142748.0,-7.119999999999999,-8.63,-0.4399999999999977,1.2000000000000028,-0.9000000000000004,-0.870000000000001,8.629999999999995,-7.119999999999999,0.33000000000000185
360ONE,2025-06,6.27,68.54,7.87,93.73,404238707.0,-0.8100000000000005,-8.51,1.7600000000000051,3.160000000000011,0.28000000000000025,-2.05,8.510000000000005,-7.119999999999999,1.110000000000011
360ONE,2025-09,6.26,65.87,10.68,93.74,404760442.0,-0.009999999999999787,-8.5,-2.6700000000000017,-0.28000000000000114,2.8099999999999996,0.9599999999999991,8.5,-7.119999999999999,0.6799999999999979
360ONE,2025-12,6.25,65.52,10.82,93.75,405270365.0,-0.009999999999999787,-7.949999999999999,-0.3500000000000085,-1.7000000000000028,0.14000000000000057,2.33,7.950000000000003,-7.119999999999999,0.6299999999999972
360ONE,2026-03,6.24,63.33,12.86,93.76,406138438.0,-0.009999999999999787,-0.8399999999999999,-2.1899999999999977,-3.450000000000003,2.039999999999999,5.27,0.8400000000000034,-0.8100000000000005,1.8199999999999967
3IINFOLTD,2021-12,0.0,,,100.0,165436217.0,,,,,,,,,0.0
3IINFOLTD,2022-03,0.0,,,100.0,167942657.0,0.0,,,,,,,0.0,0.0
3IINFOLTD,2022-06,0.0,,,100.0,168384037.0,0.0,,,,,,,0.0,0.0
3IINFOLTD,2022-09,0.0,0.54,10.81,100.0,168389077.0,0.0,,,,,,,0.0,0.0
3IINFOLTD,2022-12,0.0,0.59,10.81,100.0,168391117.0,0.0,0.0,0.04999999999999993,,0.0,,0.0,0.0,0.0
3IINFOLTD,2023-03,0.0,0.68,10.82,100.0,168466042.0,0.0,0.0,0.09000000000000008,,0.009999999999999787,,0.0,0.0,0.0
3IINFOLTD,2023-06,0.0,0.7,10.82,100.0,168466042.0,0.0,0.0,0.019999999999999907,,0.0,,0.0,0.0,0.0
3IINFOLTD,2023-09,0.0,0.61,10.41,100.0,168636042.0,0.0,0.0,-0.08999999999999997,0.06999999999999995,-0.41000000000000014,-0.40000000000000036,0.0,0.0,-0.3300000000000004
3IINFOLTD,2023-12,0.0,0.73,10.19,100.0,168765902.0,0.0,0.0,0.12,0.14,-0.22000000000000064,-0.620000000000001,0.0,0.0,-0.480000000000001
3IINFOLTD,2024-03,0.0,0.94,10.16,100.0,169230842.0,0.0,0.0,0.20999999999999996,0.2599999999999999,-0.02999999999999936,-0.6600000000000001,0.0,0.0,-0.40000000000000024
3IINFOLTD,2024-06,0.0,1.0,8.75,100.0,169263842.0,0.0,0.0,0.06000000000000005,0.30000000000000004,-1.4100000000000001,-2.0700000000000003,0.0,0.0,-1.7700000000000002
3IINFOLTD,2024-09,0.0,0.81,7.78,100.0,169401417.0,0.0,0.0,-0.18999999999999995,0.20000000000000007,-0.9699999999999998,-2.63,0.0,0.0,-2.4299999999999997
3IINFOLTD,2024-12,0.0,0.78,7.2,100.0,169554317.0,0.0,0.0,-0.030000000000000027,0.050000000000000044,-0.5800000000000001,-2.9899999999999993,0.0,0.0,-2.9399999999999995
3IINFOLTD,2025-03,0.0,0.46,6.57,100.0,169627242.0,0.0,0.0,-0.32,-0.4799999999999999,-0.6299999999999999,-3.59,0.0,0.0,-4.069999999999999
3IINFOLTD,2025-06,0.0,0.7,6.57,100.0,169627242.0,0.0,0.0,0.23999999999999994,-0.30000000000000004,0.0,-2.1799999999999997,0.0,0.0,-2.4799999999999995
3IINFOLTD,2025-09,,0.35,16.97,100.0,169686742.0,,,-0.35,-0.4600000000000001,10.399999999999999,9.189999999999998,0.0,0.0,8.729999999999997
3IINFOLTD,2025-10,,0.39,14.33,100.0,207394907.0,,,0.040000000000000036,-0.39,-2.639999999999999,7.13,0.0,0.0,6.74
3IINFOLTD,2025-12,,0.32,14.26,100.0,207396267.0,,,-0.07,-0.14,-0.07000000000000028,7.6899999999999995,0.0,0.0,7.55
3IINFOLTD,2026-03,,0.31,14.26,100.0,207403767.0,,,-0.010000000000000009,-0.38999999999999996,0.0,7.6899999999999995,0.0,,7.3
3MINDIA,2018-06,75.0,,,25.0,11265070.0,,,,,,,,,0.0
3MINDIA,2018-09,75.0,,,25.0,11265070.0,0.0,,,,,,,0.0,0.0
3MINDIA,2018-12,75.0,,,25.01,11265070.0,0.0,,,,,,,0.0,0.0
3MINDIA,2019-03,75.0,,,25.0,11265070.0,0.0,,,,,,,0.0,0.0
3MINDIA,2019-06,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2019-09,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2019-12,75.0,,,25.0,11265070.0,0.0,0.0,,,,,-0.010000000000001563,0.0,0.0
3MINDIA,2020-03,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2020-06,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2020-09,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2020-12,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2021-03,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2021-06,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2021-09,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2021-12,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2022-06,75.0,,,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2022-09,75.0,4.26,6.95,25.0,11265070.0,0.0,0.0,,,,,0.0,0.0,0.0
3MINDIA,2022-12,75.0,4.4,6.94,25.0,11265070.0,0.0,0.0,0.14000000000000057,,-0.009999999999999787,,0.0,0.0,0.0
3MINDIA,2023-03,75.0,3.72,7.96,25.0,11265070.0,0.0,0.0,-0.6800000000000002,,1.0199999999999996,,0.0,0.0,0.0
3MINDIA,2023-06,75.0,3.64,8.37,25.0,11265070.0,0.0,0.0,-0.08000000000000007,,0.40999999999999925,,0.0,0.0,0.0
3MINDIA,2023-09,75.0,3.57,8.48,25.0,11265070.0,0.0,0.0,-0.07000000000000028,-0.69,0.11000000000000121,1.5300000000000002,0.0,0.0,0.8400000000000003
3MINDIA,2023-12,75.0,3.56,8.54,25.0,11265070.0,0.0,0.0,-0.009999999999999787,-0.8400000000000003,0.05999999999999872,1.5999999999999988,0.0,0.0,0.7599999999999985
3MINDIA,2024-03,75.0,3.64,8.46,25.0,11265070.0,0.0,0.0,0.08000000000000007,-0.08000000000000007,-0.0799999999999983,0.5000000000000009,0.0,0.0,0.4200000000000008
3MINDIA,2024-06,75.0,3.77,8.3,25.0,11265070.0,0.0,0.0,0.1299999999999999,0.1299999999999999,-0.16000000000000014,-0.06999999999999851,0.0,0.0,0.060000000000001386
3MINDIA,2024-09,75.0,4.07,8.15,25.0,11265070.0,0.0,0.0,0.30000000000000027,0.5000000000000004,-0.15000000000000036,-0.33000000000000007,0.0,0.0,0.17000000000000037
3MINDIA,2024-12,75.0,4.01,8.15,25.0,11265070.0,0.0,0.0,-0.0600000000000005,0.44999999999999973,0.0,-0.3899999999999988,0.0,0.0,0.06000000000000094
3MINDIA,2025-03,75.0,3.78,8.09,25.0,11265070.0,0.0,0.0,-0.22999999999999998,0.13999999999999968,-0.0600000000000005,-0.370000000000001,0.0,0.0,-0.23000000000000131
3MINDIA,2025-06,75.0,3.84,8.11,25.0,11265070.0,0.0,0.0,0.06000000000000005,0.06999999999999984,0.019999999999999574,-0.19000000000000128,0.0,0.0,-0.12000000000000144
3MINDIA,2025-09,75.0,3.43,8.12,25.0,11265070.0,0.0,0.0,-0.4099999999999997,-0.6400000000000001,0.009999999999999787,-0.030000000000001137,0.0,0.0,-0.6700000000000013
3MINDIA,2025-12,75.0,3.5,8.39,25.0,11265070.0,0.0,0.0,0.06999999999999984,-0.5099999999999998,0.27000000000000135,0.2400000000000002,0.0,0.0,-0.2699999999999996
3MINDIA,2026-03,75.0,3.52,8.33,25.0,11265070.0,0.0,0.0,0.020000000000000018,-0.2599999999999998,-0.0600000000000005,0.2400000000000002,0.0,0.0,-0.019999999999999574
3PLAND,2018-03,72.55,,,27.45,18000000.0,,,,,,,,,0.0
3PLAND,2018-06,72.55,,,27.44,18000000.0,0.0,,,,,,,0.0,0.0
3PLAND,2018-09,72.55,,,27.44,18000000.0,0.0,,,,,,,0.0,0.0
3PLAND,2018-12,72.55,,,27.45,18000000.0,0.0,,,,,,,0.0,0.0
3PLAND,2019-03,72.55,,,27.45,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2019-06,72.55,,,27.44,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2019-09,72.55,,,27.45,18000000.0,0.0,0.0,,,,,0.00999999999999801,0.0,0.0
3PLAND,2019-12,72.55,,,27.45,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2020-03,72.55,,,27.45,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2020-06,72.55,,,27.45,18000000.0,0.0,0.0,,,,,0.00999999999999801,0.0,0.0
3PLAND,2020-09,72.55,,,27.45,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2020-12,73.2,,,26.8,18000000.0,0.6500000000000057,0.6500000000000057,,,,,-0.6499999999999986,0.0,0.0
3PLAND,2021-03,73.24,,,26.76,18000000.0,0.03999999999999204,0.6899999999999977,,,,,-0.6899999999999977,0.0,0.0
3PLAND,2021-06,73.3,,,26.7,18000000.0,0.060000000000002274,0.75,,,,,-0.75,0.0,0.0
3PLAND,2021-09,73.3,,,26.7,18000000.0,0.0,0.75,,,,,-0.75,0.0,0.0
3PLAND,2021-12,73.3,,,26.7,18000000.0,0.0,0.09999999999999432,,,,,-0.10000000000000142,0.0,0.0
3PLAND,2022-03,73.3,,,26.7,18000000.0,0.0,0.060000000000002274,,,,,-0.060000000000002274,0.0,0.0
3PLAND,2022-06,73.3,,,26.7,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2022-09,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,,,,,0.0,0.0,0.0
3PLAND,2022-12,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
3PLAND,2023-03,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
3PLAND,2023-06,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
3PLAND,2023-09,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2023-12,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2024-03,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2024-06,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2024-09,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2024-12,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2025-03,73.3,0.0,0.0,26.7,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PLAND,2025-06,73.3,,0.0,26.7,18000000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
3PLAND,2025-09,73.3,,0.0,26.7,18000000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
3PLAND,2025-12,73.3,,0.0,26.7,18000000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
3PLAND,2026-03,73.3,,0.0,26.7,18000000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
5PAISA,2018-03,30.01,,,69.33,12736022.0,,,,,,,,,0.0
5PAISA,2018-06,30.01,,,69.97,12736022.0,0.0,,,,,,,0.0,0.0
5PAISA,2018-09,30.01,,,69.97,12736022.0,0.0,,,,,,,0.0,0.0
5PAISA,2018-12,30.4,,,69.57,12736022.0,0.389999999999997,,,,,,,0.0,0.0
5PAISA,2019-03,30.41,,,69.57,12736022.0,0.010000000000001563,0.3999999999999986,,,,,0.23999999999999488,0.0,0.0
5PAISA,2019-06,30.45,,,69.54,12736022.0,0.03999999999999915,0.4399999999999977,,,,,-0.4299999999999926,0.0,0.0
5PAISA,2019-08,34.58,,,65.41,25474668.0,4.129999999999999,4.569999999999997,,,,,-4.560000000000002,0.010000000000001563,0.0
5PAISA,2019-09,34.58,,,65.4,25474668.0,0.0,4.18,,,,,-4.1699999999999875,0.0,0.0
5PAISA,2019-12,34.58,,,65.42,25477668.0,0.0,4.169999999999998,,,,,-4.1499999999999915,0.0,0.0
5PAISA,2020-03,34.58,,,65.42,25477668.0,0.0,4.129999999999999,,,,,-4.1200000000000045,0.0,0.0
5PAISA,2020-06,34.58,,,65.42,25477668.0,0.0,0.0,,,,,0.010000000000005116,0.0,0.0
5PAISA,2020-09,34.58,,,65.42,25477668.0,0.0,0.0,,,,,0.01999999999999602,0.0,0.0
5PAISA,2020-12,34.56,,,65.44,25481918.0,-0.01999999999999602,-0.01999999999999602,,,,,0.01999999999999602,-0.01999999999999602,0.0
5PAISA,2021-03,34.53,,,65.47,25515918.0,-0.030000000000001137,-0.04999999999999716,,,,,0.04999999999999716,-0.030000000000001137,0.0
5PAISA,2021-05,30.04,,,69.96,29333318.0,-4.490000000000002,-4.539999999999999,,,,,4.539999999999992,-4.490000000000002,0.0
5PAISA,2021-06,29.97,,,70.03,29398118.0,-0.07000000000000028,-4.609999999999999,,,,,4.609999999999999,-4.490000000000002,0.0
5PAISA,2021-12,29.95,,,70.05,29415318.0,-0.019999999999999574,-4.610000000000003,,,,,4.609999999999999,-4.490000000000002,0.0
5PAISA,2022-03,29.95,,,70.05,29417318.0,0.0,-4.580000000000002,,,,,4.579999999999998,-4.490000000000002,0.0
5PAISA,2022-06,29.94,,,70.05,29421568.0,-0.00999999999999801,-0.09999999999999787,,,,,0.09000000000000341,-0.07000000000000028,0.0
5PAISA,2022-08,32.69,,,67.3,30621568.0,2.7499999999999964,2.719999999999999,,,,,-2.730000000000004,-0.019999999999999574,0.0
