index_name,effective_date,added,removed,reason
Nifty 500,2022-12-30,"[""BEML"", ""UCOBANK"", ""LEMONTREE"", ""RAINBOW""]","[""SCI"", ""ALLCARGO"", ""SAREGAMA"", ""NIITLTD""]",Reconstitution
Nifty 500,2023-02-17,"[""PPLPHARMA""]","[""INOXLEISUR""]",Reconstitution
Nifty 500,2023-03-31,"[""ADANIPOWER"", ""AARTIIND"", ""MFL"", ""JINDWORLD"", ""ACI"", ""KSB"", ""NMDC"", ""KFINTECH"", ""KENNAMET"", ""INGERRAND"", ""MEDANTA"", ""CRAFTSMAN"", ""BLS"", ""RUSTOMJEE"", ""PEL"", ""APARINDS"", ""FIVESTAR"", ""TMB"", ""DATAPATTNS"", ""BIKAJI""]","[""MOIL"", ""HATSUN"", ""PGHL"", ""PRIVISCL"", ""ASTRAZEN"", ""DHANI"", ""THYROCARE"", ""SFL"", ""ALOKINDS"", ""ABSLAMC"", ""SIS"", ""BHARATRAS"", ""SYMPHONY"", ""CAPLIPOINT"", ""SUDARSCHEM"", ""INDOCO"", ""DBL"", ""WOCKPHARMA"", ""SHILPAMED""]",Reconstitution
Nifty 500,2023-04-28,"[""NSLNISP"", ""ERIS""]","[""EDELWEISS"", ""BAJAJELEC""]",Reconstitution
Nifty 500,2023-07-13,"[""MANKIND""]","[""HDFC""]",Reconstitution
Nifty 500,2023-09-29,"[""SAFARI"", ""UJJIVANSFB"", ""ALLCARGO"", ""JINDALSAW"", ""SFL"", ""SYMPHONY"", ""SAREGAMA"", ""SYRMA"", ""IRCON"", ""KIRLFER"", ""MINDACORP"", ""USHAMART"", ""KAYNES"", ""GLS"", ""ALOKINDS"", ""PGHL"", ""GPIL"", ""GILLETTE""]","[""GODREJAGRO"", ""RUSTOMJEE"", ""BASF"", ""HGS"", ""TCI"", ""HIKAL"", ""IFBIND"", ""UFLEX"", ""IBREALEST"", ""NOCIL"", ""GREENPANEL"", ""JINDWORLD"", ""TCNSBRANDS"", ""TCIEXP"", ""KENNAMET"", ""MAHLOG"", ""TMB"", ""GARFIBRES""]",Reconstitution
Nifty 500,2023-10-26,"[""CONCORDBIO""]","[""KIRLFER""]",Reconstitution
Nifty 500,2024-03-28,"[""SBFC"", ""RRKABEL"", ""IREDA"", ""GMDCLTD"", ""J&KBANK"", ""CHENNPETRO"", ""SIGNATURE"", ""LLOYDSME"", ""JIOFIN"", ""ANANDRATHI"", ""ASTRAZEN"", ""DOMS"", ""HAPPYFORGE"", ""ELECON"", ""HSCL"", ""MAHSEAMLES"", ""TVSSCS"", ""SCHNEIDER"", ""RKFORGE"", ""TATATECH"", ""RAILTEL"", ""CELLO"", ""HBLPOWER"", ""JWL"", ""GRSE"", ""CAPLIPOINT"", ""TMB"", ""TITAGARH"", ""INOXWIND"", ""HONASA"", ""JAIBALAJI"", ""JSWINFRA"", ""ACE"", ""NUVAMA""]","[""RELAXO"", ""LAXMIMACH"", ""GRINFRA"", ""POLYPLEX"", ""GOCOLORS"", ""SUPRAJIT"", ""VINATIORGA"", ""VMART"", ""SHOPERSTOP"", ""PGHL"", ""RAIN"", ""TEAMLEASE"", ""TTKPRESTIG"", ""VGUARD"", ""BCG"", ""DELTACORP"", ""PFIZER"", ""SFL"", ""EPIGRAL"", ""INGERRAND"", ""JAMNAAUTO"", ""GUJALKALI"", ""SHARDACROP"", ""SYMPHONY"", ""ROSSARI"", ""INFIBEAM"", ""HLEGLAS"", ""AARTIDRUGS"", ""RALLIS"", ""LUXIND"", ""GALAXYSURF"", ""ORIENTELEC"", ""ZYDUSWELL"", ""NAZARA""]",Reconstitution
Nifty 500,2024-09-30,"[""GRINFRA"", ""IREDA"", ""VINATIORGA"", ""NEWGEN"", ""GET&D"", ""DBREALTY"", ""INDGN"", ""IFCI"", ""JKTYRE"", ""GODREJAGRO"", ""PFIZER"", ""KIRLOSBROS"", ""GODIGIT"", ""JYOTICNC"", ""ABSLAMC"", ""NETWEB"", ""BASF"", ""JPPOWER"", ""PTCIL"", ""TBOTEK"", ""INOXINDIA"", ""BHARTIHEXA"", ""KIRLOSENG"", ""TECHNOE"", ""AADHARHFC"", ""SCI"", ""ANANTRAJ""]","[""MTARTECH"", ""ANURAS"", ""AETHER"", ""SAFARI"", ""IDEA"", ""MHRIL"", ""JKPAPER"", ""INDIGOPNTS"", ""FDC"", ""MEDPLUS"", ""HAPPYFORGE"", ""DCMSHRIRAM"", ""VAIBHAVGBL"", ""LXCHEM"", ""KRBL"", ""EPL"", ""PRINCEPIPE"", ""GLS"", ""TMB"", ""SUNTECK"", ""GMMPFAUDLR"", ""ALLCARGO"", ""JAIBALAJI"", ""CSBBANK"", ""STLTECH"", ""BORORENEW"", ""RBA""]",Reconstitution
Nifty 500,2024-10-10,"[""EMCURE""]","[""IDFC""]",Reconstitution
Nifty 500,2024-10-16,"[""AKUMS""]","[""TV18BRDCST""]",Reconstitution
Nifty 500,2025-03-21,"[""RAYMONDLSL""]","[""ISEC""]",Reconstitution
Nifty 500,2025-03-28,"[""NAVA"", ""OLAELEC"", ""GRAVITA"", ""SAILIFE"", ""AIIL"", ""RPOWER"", ""ALIVUS"", ""TARIL"", ""NTPCGREEN"", ""PGEL"", ""SWIGGY"", ""AFCONS"", ""DCMSHRIRAM"", ""IKS"", ""LTFOODS"", ""SAGILITY"", ""FIRSTCRY"", ""NIVABUPA"", ""BAJAJHFL"", ""HYUNDAI"", ""ACMESOLAR"", ""SARDAEN"", ""PREMIERENE"", ""ZENTEC"", ""IGIL"", ""WAAREEENER"", ""WOCKPHARMA"", ""NEULANDLAB"", ""VMM"", ""JSWHL""]","[""GRINFRA"", ""EASEMYTRIP"", ""VINATIORGA"", ""FINEORG"", ""CIEINDIA"", ""VARROC"", ""ACI"", ""KSB"", ""GAEL"", ""RAJESHEXPO"", ""SANOFI"", ""SPARC"", ""GRINDWELL"", ""AVANTIFEED"", ""BALAMINES"", ""TVSSCS"", ""UJJIVANSFB"", ""JKLAKSHMI"", ""GSFC"", ""PGHH"", ""CHEMPLASTS"", ""CELLO"", ""VIPIND"", ""NUVOCO"", ""SUNDRMFAST"", ""RATNAMANI"", ""METROBRAND"", ""BIRLACORPN"", ""EQUITASBNK"", ""MAHLIFE""]",Reconstitution
Nifty 500,2025-04-11,"[""SUNDRMFAST""]","[""QUESS""]",Reconstitution
Nifty 500,2025-09-23,"[""RELINFRA""]","[""PEL""]",Reconstitution
Nifty 500,2025-09-30,"[""MAHSCOOTER"", ""THELEELA"", ""ONESOURCE"", ""HEXT"", ""ATHERENERG"", ""AGARWALEYE"", ""PGHH"", ""ABLBL"", ""FORCEMOT"", ""KSB"", ""ITCHOTELS"", ""CHOICEIN"", ""VENTIVE"", ""NUVOCO"", ""AKZOINDIA"", ""ENRIN"", ""BLUEJET"", ""AEGISVOPAK""]","[""GPPL"", ""TANLA"", ""KANSAINER"", ""JUSTDIAL"", ""ALIVUS"", ""PNCINFRA"", ""ROUTE"", ""SWSOLAR"", ""RAYMOND"", ""RAYMONDLSL"", ""MASTEK"", ""KNRCON"", ""WESTLIFE"", ""RTNINDIA"", ""GNFC"", ""RENUKA"", ""NETWORK18"", ""JSWHL""]",Reconstitution
Nifty 500,2025-12-31,"[""JSWCEMENT""]","[""SKFINDIA""]",Reconstitution
Nifty 500,2026-03-30,"[""TEGA"", ""GABRIEL"", ""ANURAS"", ""PINELABS"", ""PIRAMALFIN"", ""PWL"", ""CPPLUS"", ""CARTRADE"", ""GALLANTT"", ""MEESHO"", ""SPLPETRO"", ""HDBFS"", ""LGEINDIA"", ""ABDL"", ""CANHLIFE"", ""TMCV"", ""CEMPRO"", ""EMMVEE"", ""ACUTAAS"", ""ICICIAMC"", ""TATACAP"", ""GROWW"", ""TENNIND"", ""JAINREC"", ""LENSKART"", ""PARADEEP"", ""BELRISE"", ""TRAVELFOOD"", ""URBANCO"", ""ANTHEM"", ""ZYDUSWELL""]","[""FINPIPE"", ""CAMPUS"", ""MANYAVAR"", ""DBREALTY"", ""KSB"", ""RCF"", ""JYOTHYLAB"", ""AKUMS"", ""GODREJAGRO"", ""VGUARD"", ""ASTRAZEN"", ""AGARWALEYE"", ""PRAJIND"", ""HAPPSTMNDS"", ""KIRLOSBROS"", ""GUJGASLTD"", ""ALOKINDS"", ""VENTIVE"", ""MAHSEAMLES"", ""BASF"", ""TRIVENI"", ""PGHH"", ""METROPOLIS"", ""INOXINDIA"", ""SUNDRMFAST"", ""CENTURYPLY"", ""CERA"", ""MAHSCOOTER"", ""RELINFRA"", ""ALKYLAMINE"", ""APLLTD""]",Reconstitution
Nifty 500,2026-05-12,"[""CIEINDIA""]","[""GSPL""]",Reconstitution
